ibanSource,amount,transactionType,companyName
EE812994353400201334,285.47,withdrawal,Carter - Beatty
TN2947248347100905864422,885.70,withdrawal,Gaylord  Frami and Jacobson
BR0300435309060330090026004J8,854.29,deposit,Spinka - Waelchi
PK50994X8070767841090227,821.15,invoice,Tromp and Sons
FI7134627707207953,232.18,deposit,Mraz  Ward and Altenwerth
QA98QTYW4012TB0Y31M3C50155BH0,336.48,deposit,Strosin LLC
RS04238001089200585101,54.94,withdrawal,Douglas  Nolan and Feil
KZ8100460538716565QE,104.59,invoice,Runolfsdottir  Marvin and Mayer
PK98W2660318250432002007,472.06,payment,DuBuque - Streich
PT49006000826075020026002,797.55,invoice,Luettgen  Harvey and Mueller
TN7590008085005095840285,880.38,deposit,Deckow - Homenick
GI85NPHL6932X5702812558,889.48,deposit,Predovic and Sons
KZ9272951813S43VKI79,489.45,payment,Jenkins Inc
SE1009101007006005997311,500.85,invoice,Carter - Nader
RO46EPGT17DLV96881S187H5,195.52,payment,Buckridge Inc
BH50TDZJ5R139Q7926916X,800.57,withdrawal,Bashirian LLC
PT79002770496100564243748,808.92,invoice,Kuhic LLC
QA48ATPM7M03308G83IF067P1V730,481.80,payment,Keebler - Bernier
CZ3004770068057706466052,620.92,withdrawal,Roberts Group
MK706327I7X01L94267,359.07,deposit,Rogahn - Kshlerin
GL6300851200600248,792.86,withdrawal,Kuhic - Towne
KZ723486G5G179578341,264.87,deposit,Lynch - McGlynn
IE7836Q830109180603005,214.77,deposit,Schmeler and Sons
KW08WBCC2576F778324534FM339MG5,695.17,deposit,Lebsack  Lueilwitz and Becker
MU29UVPR9006160080996131001XNJ,800.39,withdrawal,Upton LLC
KW26JYPW90536D9264ZK033662A1B0,723.59,payment,Hoppe - Rowe
MU75ZHQG0559300512600390761MMB,651.49,invoice,Schamberger  Beatty and Pouros
PL93648105387060024204126079,249.27,invoice,Connelly and Sons
QA04FHCDUA3436234341Y67351351,94.20,invoice,Hintz  Prohaska and Gorczany
MC649010094932445G2805S9K71,961.03,invoice,Gerlach - O'Hara
SI09210496963010047,930.46,payment,Beahan LLC
AL70768002680X5U402PP326I246,598.55,deposit,Muller  Price and McKenzie
LU7681933J3393742706,790.72,withdrawal,Hagenes  Rodriguez and Mills
MC6463700938355C0F71100IA03,947.31,payment,Abernathy - Senger
RO75HEKP82424055820M520X,609.55,payment,Bogisich  Bartell and Flatley
CH92230142LM913453V63,967.33,payment,Tromp  Connelly and Considine
MK52004B043Q2911V60,921.95,invoice,Trantow Group
HR8042006015720074367,306.50,payment,Casper  Quigley and Gibson
DO86DQXO58420150307611607052,714.40,withdrawal,Dietrich - Gislason
ME19415006200909040001,921.21,payment,Watsica Group
IS603369558171046093003903,378.54,withdrawal,Blick Group
BA789770060003005221,318.11,withdrawal,Luettgen Group
CH96100458296D4489010,219.06,payment,Boehm - Blanda
CR0994430161600408442,806.20,withdrawal,Wunsch - Nader
SE6211243287867006970077,334.69,invoice,Thiel Inc
BR3800200650250070255604561U2,192.62,payment,Harber Inc
ME07736008009500357004,726.96,withdrawal,Krajcik  Koss and Stroman
IT25W0080580556P41AN3068D34,612.14,payment,Mitchell - Legros
GR4947090210349941VQ2991361,326.58,deposit,Nitzsche LLC
FI2709022410047009,171.03,deposit,Medhurst  Cartwright and Smith
IS668007091680403900878350,416.65,payment,Abshire  Gleichner and Bechtelar
IL730036665004400754918,605.31,deposit,Murazik  Beahan and Nicolas
LB7254766307178G616SS62S4078,513.41,invoice,Gutkowski and Sons
GR622009959S259324IQ0054MUR,505.43,payment,Haag - MacGyver
SM43W44001308691L686J3X7890,205.06,invoice,Kohler - Walker
CZ0262003492644497009150,11.80,withdrawal,Franecki Inc
IL663010356896038066023,141.89,deposit,Hoppe  Lindgren and Goldner
NO3300770585003,286.88,payment,Waelchi and Sons
DK1165777540022323,495.24,withdrawal,Rosenbaum  Leannon and Lehner
IS175469918520304610500730,784.05,withdrawal,Rath - Walter
CR2427203140328740025,579.09,withdrawal,Walker  Marks and Hettinger
AE612532896507200610081,397.62,invoice,Reichert  Hudson and Blick
FR260840020903101Y15393P604,174.31,payment,Goldner  Kulas and Howell
GE93732600600083410032,746.06,payment,Armstrong and Sons
PL20933009790030069207509004,764.27,withdrawal,Eichmann - Barton
PT55009066620730420060027,663.08,invoice,Lind - Huels
RO70APCO8383808334180LJ9,108.11,payment,Erdman  Wisoky and Vandervort
QA74ZXIW9001428O7394593RB5631,301.42,invoice,Grant - Gulgowski
GB96LBBV74860430033114,333.92,withdrawal,Lockman Inc
QA81ZGCR283X760287N0630647Y81,725.06,withdrawal,Macejkovic and Sons
RS17040279037401009544,623.68,payment,Kuvalis - Crona
EE480044520436750081,459.53,deposit,Rogahn Inc
CH9200059FK532027402F,955.32,withdrawal,Denesik - Klein
AE673590094590080600941,229.91,invoice,Mohr  Bahringer and Rosenbaum
LB04800255HC5879BP581356913O,601.07,invoice,Bashirian - Walsh
DK8806842426057832,779.66,withdrawal,Medhurst  Weimann and VonRueden
SI08003156006095062,679.67,withdrawal,Murazik  Kemmer and Flatley
AL265500200312302J0653T71CAS,628.28,deposit,Osinski and Sons
KW35JFNT2565T39I5R801958758059,147.49,withdrawal,VonRueden and Sons
MK69007035200Y87542,453.04,deposit,Terry and Sons
PK5059871380010973503003,951.05,payment,Hilpert  Kulas and Boyle
DO80DSYO59340089902006704711,966.42,deposit,Gusikowski and Sons
KZ8507188RM408399185,945.21,invoice,Ratke LLC
AZ56V48185110001004009020882,598.27,deposit,Fritsch - Quitzon
PK50VP520968005600200769,284.31,invoice,Kunze - Walsh
LT405990203224300934,292.71,withdrawal,Lueilwitz LLC
SI20003499002001424,642.82,invoice,Hilpert - Bednar
QA89IXFE6224K1KCR84BB37381T94,636.06,invoice,Mayer and Sons
IL699602990478093001004,786.43,deposit,Wolff Group
TL194814200410045095633,824.69,invoice,Maggio Inc
RO49LTTW1PH95860Y96JZ228,549.45,withdrawal,Kohler  Morar and Schowalter
PS104835800195096098455680058,674.39,invoice,Boyer - Hirthe
FI8921830400994008,988.86,withdrawal,Murphy  Marks and Wunsch
SE2877374960083095704889,970.17,deposit,Fadel  Morissette and Tremblay
BA210010020300080091,704.51,deposit,Monahan  Gerlach and Welch
AZ742Y1409141300500154030069,823.89,payment,Runolfsson - McLaughlin
SK4584938078630754670639,732.78,invoice,Ankunding - Rodriguez
BE25006023999088,463.19,payment,Schiller - Marks
CZ1030945092200830961204,340.80,withdrawal,Hammes  Baumbach and Schiller
FO0743421720730054,290.18,withdrawal,Haag  Cartwright and Dach
DK7400846008100962,437.21,invoice,Conn - Ankunding
GI93ZIFQZ87F71D936F9331,565.09,invoice,Watsica and Sons
BG94KUKH00720470SJJ161,695.52,deposit,Lebsack Group
PS408050070200968001040050002,331.56,deposit,Batz  McKenzie and Lindgren
PT25530008370206009903964,662.25,payment,King and Sons
FR020091069573C43695806EF48,416.06,withdrawal,Runte LLC
SA3542738608H802NF9A9768,653.21,payment,Lubowitz - McKenzie
GT247S41U449Z1778NH75077ZQ8P,901.09,invoice,Feest and Sons
FI9827002745040055,941.34,deposit,Ziemann  West and Hammes
CH9210769B58B23688308,896.03,withdrawal,Donnelly LLC
SK0620260990071480016917,302.64,deposit,Sipes - Cummings
IT71F70150767729KZ343990091,607.58,deposit,Jones  Cruickshank and Stokes
SE8203411535443820007633,331.53,deposit,Haag - Witting
PT60200303904903205825036,993.36,deposit,Carter and Sons
BE24076902504871,842.32,payment,Gislason  Littel and Hagenes
PS3054M9827302212260052060561,615.50,deposit,Mueller - Roberts
IE57696600794620808078,454.17,invoice,Jast  Leannon and Weissnat
PL46762622130603050077034607,746.56,invoice,Mertz Group
LT887064573007700011,673.45,payment,Purdy Group
DO27OLUJ61207900608596040084,366.99,withdrawal,Littel  Stoltenberg and Kilback
NO5112889572328,250.98,withdrawal,Nienow Inc
MC9401062980097010051K83P02,3.03,withdrawal,Schinner  Morar and Fadel
FI5291917458489816,546.17,withdrawal,Zemlak - Murazik
EE882803005002505615,333.11,payment,Schimmel - Parker
LT822306463005062217,93.46,withdrawal,Lubowitz - Emmerich
IE46837578005408720442,295.12,withdrawal,Rau - Thiel
ES7868660850040250555559,45.02,payment,Lehner and Sons
LV41DQVU71251192Q1549,21.40,payment,Bechtelar and Sons
MT29WYMH28076P7S569439610360E62,415.05,payment,West - Conn
LT170442061008512002,853.65,deposit,Jacobi  Rau and Jast
GI11HLIPK95T930148J91T8,703.84,payment,Larkin - Wisozk
CH7726682751R8082788P,766.59,invoice,Graham - Skiles
IE77002I90757750400846,272.65,deposit,Kulas Inc
DO36EJPP22002069480120626007,863.65,deposit,Strosin - Swift
QA24EWNR03497IE7981655F853951,291.87,deposit,Ondricka Inc
PS572248800050030039248309231,579.54,invoice,Marquardt - Gislason
BE72040200400025,889.09,withdrawal,Langworth  Paucek and Rodriguez
NO0400573049002,951.36,withdrawal,Gorczany - Blanda
TR7330099S6119595551472838,535.97,withdrawal,Hamill Inc
IL755238705046899416009,914.86,withdrawal,Morissette - Weissnat
AD4858247008A43387O30283,665.83,deposit,Eichmann  Conroy and Keebler
MR4500673045461780900887758,795.43,deposit,Ferry and Sons
PS306446774988648741306758996,845.75,invoice,Zemlak  Carroll and Hartmann
DO18EJQB00700401044550800509,712.10,payment,Quigley - Hammes
PL48605300600008003994008175,738.42,payment,Borer  Altenwerth and Anderson
AL2497815134D6500Z75U3941397,507.68,payment,Bayer - Keeling
VG85047A7356362080836073,665.40,invoice,Denesik Group
TN1292002900023800850081,688.30,payment,Von - Kuvalis
SE0400806132101309920774,412.76,deposit,Harvey  Medhurst and Wiegand
AT587815428055550077,334.95,deposit,Gleichner - Kohler
AL623103778684T9O14946130106,439.81,deposit,Lockman Inc
QA09OCCB4Z00C919Z4283483S291E,212.01,invoice,Cartwright  Wilderman and Nitzsche
DE70200100727818505355,12.15,deposit,Wiza - Harber
BA252689517410216231,146.89,withdrawal,Cremin - O'Reilly
NL03DYLS7852061989,697.32,payment,Greenholt  Torp and Cummerata
PL55600200130050020014096183,133.89,deposit,Mann - Cummerata
QA11BMPJ18078768788733GD9CLCW,293.29,withdrawal,Streich - Gottlieb
MU68XCIW7009840200888006006NIA,556.88,withdrawal,Simonis  Schowalter and Cronin
LU39004FK064796X2U80,244.22,withdrawal,Stiedemann - Rutherford
KW52BSPD62B0971T70429G805K293O,155.93,invoice,Stokes - Bartell
XK326732110500879903,543.16,withdrawal,Collier  Volkman and Dicki
AL140980082779M87I8M7955890E,201.48,invoice,Fahey Inc
BE30022590089096,25.71,withdrawal,Heathcote Inc
SE4106700140830080400165,206.81,withdrawal,Kihn  Cummerata and Schumm
BA888140407460055129,915.25,deposit,Bergnaum  Krajcik and Larkin
BE18111210405103,408.09,deposit,Hoeger  Schuster and Purdy
BG47GMZO161035T0150Z25,964.43,deposit,Carter LLC
BR1283008799053790840929779C8,164.60,invoice,Hansen - Feil
GI34TMBJ3541457VJR09719,155.34,invoice,Franecki Group
GE922B4001810200961248,827.58,payment,Batz and Sons
CH1355024V9451N171026,957.51,deposit,Crooks - Reinger
BA190200718781062232,408.96,withdrawal,Daniel Group
CY4933355993985S8804542BC446,140.25,deposit,Hamill  Hilll and Koss
CR0200287160049009611,715.17,invoice,Gibson LLC
DE53950021850520030712,516.08,payment,Schimmel - Johnson
CY1910070991F5T15084O96Z2K37,65.08,invoice,Smitham - Carroll
SA3389130883709842W43062,452.69,payment,Stokes  Windler and Hackett
AT917008909701008957,942.87,withdrawal,Ward  Green and Dibbert
MC3303512467475189732992Z06,63.62,withdrawal,Nikolaus - Flatley
FO4000844121700033,398.84,payment,Rippin Inc
CR1806490735164215644,935.85,invoice,Mann - Stehr
BE76003316500802,15.81,deposit,Will  Brekke and Hegmann
ME69774605434390243396,375.09,deposit,Wolf and Sons
GE94W53580222008040070,167.85,invoice,Blanda - Ernser
LI1780094938AX8695325,269.53,payment,Brekke - Treutel
MR2810597050761709842152081,499.78,deposit,Towne and Sons
DE36838929691053053002,84.80,deposit,Hane - Oberbrunner
CY9838005143335H4C4499343996,181.98,withdrawal,Blick  Legros and Gutmann
FI3644736062362539,698.40,withdrawal,Olson - Jast
IS024670018973846760046884,286.57,payment,Hodkiewicz  Skiles and Koch
CH3888312S87238233O45,214.36,withdrawal,Strosin Inc
DK6008790021135250,756.36,withdrawal,Hansen  Mraz and Botsford
FO3309963280143029,759.43,invoice,Considine  Rosenbaum and Harber
GI29OPXP59F7Q6J241N2216,952.54,deposit,Klocko - Nikolaus
HU80800300200017006694900989,817.83,withdrawal,Bernier  Gerhold and Mitchell
HR6485665836422020484,486.28,invoice,Pacocha - Prohaska
TR720506790T9BA28F37880881,579.92,payment,Wisozk - Lesch
CR2260404600150080305,538.83,payment,Torphy  Nicolas and Lockman
LV28CNZP3X70TB9207461,840.75,withdrawal,Koelpin Inc
SK8569002006693129016332,551.36,payment,Muller  Klocko and Boyle
IT51G0051003008685K43N48875,961.35,payment,Glover  Emard and Robel
EE918547090198087571,802.89,deposit,Blick - Kling
SE8149135444010860600164,328.91,withdrawal,Abernathy - Hartmann
BA629000445900500915,870.13,invoice,Schowalter  Bernier and Zieme
RS14004002005030537566,867.79,payment,Stamm LLC
GI86CWQMGV17M79K9601538,987.44,invoice,Gutkowski - Hane
TR1506172Z9246T3N23X2B8543,804.54,payment,Williamson - Orn
NL93UOSN0630925004,500.29,invoice,Wintheiser and Sons
NL58VSRP3400450009,870.47,deposit,Thiel Inc
ME56590004008010806448,677.66,invoice,Zulauf  Schulist and Dach
ES2548050076190102007777,764.55,deposit,Rath  Keeling and O'Keefe
GE18166220710800315092,398.09,invoice,Gerhold Inc
LU9177732N1N79976C7D,903.80,invoice,Abernathy Group
LV35BSMT632781079JL65,987.82,payment,Auer Inc
BG31BXQV236001G32Q1856,232.57,deposit,Greenholt Group
AE340895803001000020555,166.17,deposit,Bartoletti Group
GB47TLVJ10830610079002,127.18,withdrawal,Lebsack and Sons
GB55ZKGX04497200604043,538.28,withdrawal,Flatley  Kilback and King
GI55QUGK4O63962RI87012S,674.84,deposit,Monahan - Schowalter
ME68055531041760550270,901.31,deposit,Yost  Considine and Prosacco
MC18597533288710622A6630343,606.55,payment,Bradtke - Ernser
FO8250990012404435,170.18,invoice,Thiel - Purdy
HR7860070132319404423,927.17,invoice,Thiel - Price
MC52642100395466T488825N486,379.89,payment,Bashirian - Baumbach
GB88MCXC53430708002006,423.66,invoice,Wiza - Halvorson
KZ33485586783F608S61,180.41,payment,Pouros LLC
MU79BKTL0002380350079020961GQS,913.61,deposit,Kreiger Inc
BR2528708010452486006940937C8,886.35,invoice,Veum  Cummerata and Hudson
TR9640324H433EW002H9530029,922.81,withdrawal,Hintz - Langosh
BE39008006030488,588.64,invoice,Roob Inc
PL27090062788056090270091994,878.82,withdrawal,Wisoky Group
VG35P5628070039776070029,634.52,deposit,Schmitt  Hoeger and Batz
IL510063288009026597219,704.13,payment,Abernathy - Wilkinson
HR0724904076548977001,540.75,deposit,Moore - Keebler
MD0528351036969327895749,79.39,payment,Kiehn - Labadie
SK4686009040518672200444,892.01,withdrawal,O'Conner - Brekke
LI74822292N0058006668,455.50,deposit,Weissnat - Balistreri
MR5860779308010202003004333,51.66,payment,Barrows LLC
BA979915420443042185,558.58,invoice,Kris  Bednar and Cronin
GT3765J20057N9ZO6Y64585V87M5,104.11,payment,Lind and Sons
TL677640038038744500452,635.23,withdrawal,Schuppe  Roob and Upton
LU48362V5K0280482687,851.88,deposit,Lebsack LLC
CH75963486P89J61L0E87,461.77,payment,Rippin  Brekke and Zemlak
DE20044540250020410505,140.74,invoice,Satterfield - Kuhn
HR3608092679130025585,757.96,withdrawal,Hahn  Metz and Roberts
MR2558500095015131469836261,168.65,payment,King  Jerde and Barton
DE17367619339925603718,562.88,withdrawal,Beer  Johnston and Runolfsdottir
GI15YODHC35871HM7321K34,544.54,withdrawal,Marquardt  Schimmel and Frami
AL6624302911Z81B106033777BQ0,199.50,payment,Little Inc
ES6797091657080050591210,602.70,withdrawal,Harvey - Funk
IE618O0879003930043002,215.31,deposit,Macejkovic  Shields and Lockman
JO07WSNN2291302320077719300528,527.01,withdrawal,Walter Group
MU46HSUK4036008400990407328XNT,45.12,payment,Braun LLC
SI55112245007998483,216.98,invoice,Bednar - Rempel
JO43ETFE0952085785605008009736,506.58,invoice,Feest LLC
PK16F7Z85810091270473369,518.19,invoice,Hermiston LLC
AT699802093002413007,325.52,deposit,Carroll - Jacobs
FI7038936400107584,42.67,withdrawal,Waters  Kovacek and Tillman
SE4700400700507640264001,195.09,invoice,Beahan  Walter and Grimes
NL69BQCG0037357006,225.01,withdrawal,Willms  Haag and Wiegand
SM32W404050214975270210431U,934.35,deposit,Dietrich  Kulas and Stark
FO6426750070772229,727.05,withdrawal,Barton LLC
BG82XGWQ206091D1094322,229.07,deposit,Goodwin - Emmerich
LT116002000160058062,948.04,invoice,Gerlach - Jenkins
IT26N4450820560729O3208175S,146.45,payment,Kunde Group
MT11HJIY00439NOL57962362S3D5W33,758.64,invoice,Boehm - Macejkovic
LV41HHIL063O8695Y2ZX0,932.24,withdrawal,Wolff  Kovacek and Miller
CY68008284090912616042918236,368.60,withdrawal,Strosin  Prohaska and Effertz
IS560072812084704699400489,163.21,invoice,Kunde Inc
IT37I020070067913149D23642E,627.22,deposit,Bode Inc
QA97FQIS0FW77042674973T460U55,778.03,withdrawal,Jerde - Nolan
TR680898427O5080204608F185,243.85,withdrawal,McDermott  Schroeder and Weimann
IE66884604866968590987,195.43,deposit,Bode LLC
PS777L18403001036860033021673,996.14,payment,Gusikowski  Breitenberg and Jaskolski
IL758007448905004000162,651.81,invoice,Green  Zulauf and Smitham
GB12ZZSG04956560065862,810.04,deposit,Bailey Inc
LB081510B02871B65L1348S454N8,839.57,payment,Bailey - Padberg
QA97WPRN90M035N9763L00F4DX031,446.18,withdrawal,Nienow  Gislason and Franecki
JO41LNHD3228370088086774508002,347.09,deposit,Satterfield - Wiegand
AD110070045747TE86873366,397.07,deposit,Armstrong LLC
IL455086247180882553063,412.51,payment,Pollich and Sons
BA248009680017328962,450.00,payment,Terry LLC
BH25HRQN4525898567M0D1,918.50,withdrawal,Aufderhar - Williamson
LT145772415695900082,322.33,withdrawal,Jacobson  Heathcote and Zboncak
JO04LMHL0073680050025034088094,714.76,withdrawal,Lang  Mohr and Hilpert
SK6400930225053206098268,607.57,payment,Kunde  Russel and Shields
GB49TUKO20260880024018,530.80,deposit,Ruecker and Sons
RS51503099326920790871,732.54,invoice,Zemlak - Sporer
IT91X8480560923Y0OSZF861868,585.61,payment,Reilly and Sons
GR4100136973F11676149198829,673.73,deposit,Rippin  Carter and Grimes
SI37063008583368016,148.18,withdrawal,Skiles - McKenzie
NO6620647603831,355.65,payment,Russel  Lakin and Nitzsche
SA60237R8A9F042P484986X5,898.25,withdrawal,Bergstrom  Bruen and McDermott
MC917050560055132N84147G456,28.50,deposit,Wehner - Frami
LT745689206983043062,157.35,payment,Kiehn - Olson
NL85DIMM2449879017,50.68,deposit,Beier - Schowalter
TR8620007D5408LXG4271654TT,986.32,withdrawal,Murphy - Ritchie
DE04074617570080805052,654.32,invoice,Lueilwitz LLC
MT14WPSN199591U1176FW93129CC7P1,709.90,deposit,Swift - Torphy
SA0540779930785476FT7827,225.94,invoice,West - DuBuque
FR67500830935266D18N31R7237,827.99,invoice,Ortiz LLC
AZ81674787810073180326836554,920.40,payment,Rodriguez Inc
DE64081100533070006729,946.13,payment,Carroll  Cole and Steuber
ES5000579440378260030522,803.53,invoice,Lockman Group
MR8451002375890760015602649,635.31,withdrawal,Ullrich  Gerhold and Fadel
RO66XJSG3Z1582990Y22M813,784.04,invoice,Yost  Bergstrom and Champlin
MD1942E9073QP0P953732637,431.71,withdrawal,Windler - Goldner
HR3510306150042087458,260.74,deposit,Ritchie  Marks and Rodriguez
QA32VHBQ2N4815827528Z850M8696,774.41,payment,Kris  Quigley and Konopelski
BR9406004012090060160032001NU,210.68,payment,Schowalter - Hoeger
SE8305603990658055005009,113.53,withdrawal,Adams Inc
BG85MPMN067635255P1G3L,823.65,deposit,Raynor - Krajcik
IL530072480060920030037,347.79,payment,Brakus  Johns and Yost
PK1777J36417007200170083,614.98,invoice,Herzog LLC
JO15GLMD0009658068129300615427,931.27,deposit,Wintheiser  Bauch and Reynolds
VG3655051910046319050800,550.46,invoice,Baumbach Inc
MT85YLOA704196T1102024S14505298,979.98,deposit,Bogan  Jenkins and Lindgren
AL8635408385Q86B8843996Q1508,8.52,payment,Bechtelar  Kozey and Schmidt
FI0204165600313003,638.91,withdrawal,Lang - Zboncak
GI64WDJH3889RKN95170428,208.87,invoice,McCullough - Davis
TN3601009691048677106867,74.20,invoice,Kris  Weber and Reichert
